Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Tyrick Mitchell,England,MF,Crystal Palace,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.0277008310249307,0.0554016620498614,0.0831024930747922,0.0277008310249307,0.0831024930747922,False,2025-26,2025,0.0831024930747922,5,15539,3092.0,159.0,0.1003591596470712,0.1453488372093023,0.1404494382022471,625,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.1714110558986679,0.0,0.1926231027662949,0.33220843917868725,0.0883085628238757,3.7,0.55
Tyrone Mings,England,DF,Aston Villa,32,1993,17,15,1324,14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,8813,1120.0,204.0,0.0035113940951982,0.0,0.0,1024,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.08806520006939055,0.0,0.06008240400580441,0.13523535572460416,0.08806520006939055,1.9,0.0
Valentín Castellanos,Argentina,FW,West Ham,26,1998,18,17,1384,15.4,6,0,6,6,0,0,6,0,0.3896103896103896,0.0,0.3896103896103896,0.3896103896103896,0.3896103896103896,False,2025-26,2025,0.3896103896103896,1,1384,,,0.3896103896103896,,,676,,,,,,,,,,,,False,0.34038210931469387,0.0,0.30622330062471065,0.6486208166997638,-0.0492282802956957,,
Victor Lindelöf,Sweden,"DF,MF",Aston Villa,31,1994,17,11,948,10.5,0,1,1,0,0,0,0,0,0.0,0.0952380952380952,0.0952380952380952,0.0,0.0952380952380952,False,2025-26,2025,0.0952380952380952,5,6700,704.0,244.0,0.0744444917472907,0.0,0.1351351351351351,961,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.127072648106319,0.0,0.14730162932882057,0.24896881177852212,0.03183455286822379,4.0,0.0
Viktor Gyökeres,Sweden,FW,Arsenal,27,1998,36,26,2224,24.7,14,1,15,11,3,3,5,0,0.5668016194331984,0.0404858299595141,0.6072874493927126,0.4453441295546559,0.4858299595141701,False,2025-26,2025,0.6072874493927126,1,2224,,,0.6072874493927126,,,729,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.4309158734004457,0.0,0.5737879486293129,0.7590697341379932,-0.17637157599226694,0.1,0.0
Virgil van Dijk,Netherlands,DF,Liverpool,34,1991,38,38,3420,38.0,6,0,6,6,0,0,4,0,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052,0.1578947368421052,False,2025-26,2025,0.1578947368421052,5,15822,3330.0,90.0,0.1422686880711582,0.1081081081081081,0.113314447592068,1156,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.08143657987481563,0.0,0.134529244653376,0.17293601216163176,-0.07645815696728957,4.0,0.0
Vitaliy Mykolenko,Ukraine,DF,Everton,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.0303951367781155,0.0303951367781155,0.0,0.0303951367781155,False,2025-26,2025,0.0303951367781155,5,12219,3082.0,-124.0,0.0462186548677646,0.087719298245614,0.072992700729927,676,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.09473580497002905,0.0,0.10094099364505754,0.13452417496167465,0.06434066819191356,4.0,0.0
Vitaly Janelt,Germany,MF,Brentford,27,1998,25,15,1443,16.0,1,4,5,1,0,0,8,0,0.0625,0.25,0.3125,0.0625,0.3125,False,2025-26,2025,0.3125,5,11257,2254.0,-811.0,0.2585970118408993,0.16,0.1179941002949852,729,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.22701668340158607,0.0,0.28179350991025826,0.38564690835930787,-0.08548331659841393,4.0,0.5
Wesley Fofana,France,DF,Chelsea,24,2000,25,20,1722,19.1,0,1,1,0,0,0,9,2,0.0,0.0523560209424083,0.0523560209424083,0.0,0.0523560209424083,False,2025-26,2025,0.0523560209424083,3,3524,1172.0,550.0,0.0349040139616055,0.0,0.0,576,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.06974515872820707,0.0,0.06756839689867188,0.14680602591971967,0.017389137785798765,2.7,0.0
Wilfried Gnonto,Italy,FW,Leeds United,21,2003,23,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,False,2025-26,2025,0.1666666666666666,2,1891,1354.0,-817.0,0.2444444444444444,0.4,,441,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.4723653528709776,0.0,0.3203499806330814,0.7607573211517289,0.30569868620431095,,
Will Hughes,England,MF,Crystal Palace,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,7465,2108.0,-537.0,0.0383260320218555,0.1282051282051282,0.0476190476190476,900,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.102920058439047,0.0,0.15113646307406106,0.30562761316878556,0.102920058439047,0.3,0.0
William Osula,Denmark,FW,Newcastle,21,2003,24,8,819,9.1,7,0,7,7,0,0,0,0,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,False,2025-26,2025,0.7692307692307693,3,1739,134.0,685.0,0.6609686609686609,0.6666666666666666,0.0,441,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.34110282840151596,0.0,0.4232962218605641,0.8508585188914926,-0.4281279408292533,0.6,1.64
William Saliba,France,DF,Arsenal,24,2001,31,30,2614,29.0,1,0,1,1,0,0,2,0,0.0344827586206896,0.0,0.0344827586206896,0.0344827586206896,0.0344827586206896,False,2025-26,2025,0.0344827586206896,4,11488,3039.0,-425.0,0.0461316398637332,0.0591715976331361,0.0789473684210526,576,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.10502790081643927,0.0,0.11212319069139096,0.15122613482103908,0.07054514219574967,,
Wilson Isidor,Haiti,FW,Sunderland,24,2000,32,11,1165,12.9,6,0,6,6,0,0,1,0,0.4651162790697674,0.0,0.4651162790697674,0.4651162790697674,0.4651162790697674,False,2025-26,2025,0.4651162790697674,1,1165,,,0.4651162790697674,,,576,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.4827034752192912,0.0,0.4797365632709694,0.684151221501552,0.01758719614952381,1.1,0.92
Wilson Odobert,France,"MF,FW",Tottenham,20,2004,24,10,985,10.9,0,2,2,0,0,0,0,0,0.0,0.18348623853211,0.18348623853211,0.0,0.18348623853211,False,2025-26,2025,0.18348623853211,3,3933,850.0,135.0,0.1698084070352867,0.1063829787234042,0.2145922746781116,400,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.537242966667521,0.0,0.2510518715595899,0.7775912241420331,0.35375672813541104,,
Xavi Simons,Netherlands,"MF,FW",Tottenham,22,2003,28,19,1755,19.5,2,5,7,2,0,0,5,1,0.1025641025641025,0.2564102564102564,0.358974358974359,0.1025641025641025,0.358974358974359,False,2025-26,2025,0.358974358974359,1,1755,,,0.358974358974359,,,484,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.2972804094814716,0.0,0.3325572365976024,0.5978777839430609,-0.06169394949288737,,
Yankuba Minteh,Gambian,MF,Brighton,21,2004,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.112781954887218,0.150375939849624,0.2631578947368421,0.112781954887218,0.2631578947368421,False,2025-26,2025,0.2631578947368421,2,4229,1838.0,553.0,0.3388372893016856,0.4901960784313726,,441,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.3912274213730487,0.0,0.2930165370052746,0.5665350604383753,0.12806952663620663,,
Yasin Ayari,Sweden,MF,Brighton,21,2003,29,20,1929,21.4,3,3,6,3,0,0,1,0,0.1401869158878504,0.1401869158878504,0.2803738317757009,0.1401869158878504,0.2803738317757009,False,2025-26,2025,0.2803738317757009,3,3961,1965.0,-36.0,0.217496927605819,0.1376146788990825,0.0,441,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.1477793870873829,0.0,0.19151167811049036,0.4410730677429706,-0.13259444468831802,2.7,0.37
Yehor Yarmoliuk,Ukraine,MF,Brentford,21,2004,37,30,2659,29.5,1,2,3,1,0,0,7,0,0.0338983050847457,0.0677966101694915,0.1016949152542373,0.0338983050847457,0.1016949152542373,False,2025-26,2025,0.1016949152542373,3,4797,1450.0,1209.0,0.0677966101694915,0.0,0.0,441,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.0830154319118004,0.0,0.10003454606451943,0.30789251280413327,-0.018679483342436895,1.7,0.6
Yerson Mosquera,Colombia,DF,Wolves,24,2001,27,24,2136,23.7,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2577,441.0,1695.0,0.0,0.0,,576,,,,,,,,,,,,False,0.09358078821458905,0.0,0.035181685670098654,0.14158596947604002,0.09358078821458905,,
Yoane Wissa,DR Congo,FW,Newcastle,28,1996,19,4,531,5.9,1,1,2,1,0,0,3,0,0.1694915254237288,0.1694915254237288,0.3389830508474576,0.1694915254237288,0.3389830508474576,False,2025-26,2025,0.3389830508474576,5,8833,2919.0,-2388.0,0.4446295810064594,0.7098765432098766,0.5415162454873647,784,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.4320570979823562,0.0,0.48194531173419375,0.7552345480976375,0.09307404713489859,3.9,0.51
Youri Tielemans,Belgium,MF,Aston Villa,28,1997,25,21,1862,20.7,0,4,4,0,0,0,0,0,0.0,0.1932367149758454,0.1932367149758454,0.0,0.1932367149758454,False,2025-26,2025,0.1932367149758454,5,11485,3026.0,-1164.0,0.2368601638338915,0.2976190476190476,0.4444444444444444,784,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.24276678589959955,0.0,0.30931547446786,0.46139646149849683,0.04953007092375414,3.5,0.0
Yves Bissouma,Mali,MF,Tottenham,28,1996,11,7,603,6.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,7200,1408.0,-805.0,0.0300660726192641,0.1282051282051282,0.0,784,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.15031488694911202,0.0,0.14780996639062796,0.2786883086111921,0.15031488694911202,,
Yéremy Pino,Spain,"MF,FW",Crystal Palace,22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.0865800865800865,0.0865800865800865,0.1731601731601731,0.0865800865800865,0.1731601731601731,False,2025-26,2025,0.1731601731601731,1,2080,,,0.1731601731601731,,,484,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.2945690030397126,0.0,0.20503436261019328,0.6127667404848234,0.12140882987953952,2.5,0.0
Zian Flemming,Netherlands,FW,Burnley,26,1998,29,21,1769,19.7,11,0,11,9,2,2,5,0,0.5583756345177665,0.0,0.5583756345177665,0.4568527918781726,0.4568527918781726,False,2025-26,2025,0.5583756345177665,1,1769,,,0.5583756345177665,,,676,,,,,,,,,,,,False,0.44227053747931183,0.0,0.49111509624391536,0.6165972669460779,-0.11610509703845467,0.6,1.7
Álex Jiménez,Spain,"DF,MF",Bournemouth,20,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,0.0389105058365758,0.0,0.0389105058365758,0.0389105058365758,0.0389105058365758,False,2025-26,2025,0.0389105058365758,1,2317,,,0.0389105058365758,,,400,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.13974080150428206,0.0,0.13058259034202888,0.2544889475076004,0.10083029566770627,,
Đorđe Petrović,Serbia,GK,Bournemouth,25,1999,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,5407,1987.0,1433.0,0.0,0.0,,625,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,-0.011708364685058186,0.0,0.0005352980296061011,0.020072183614495337,-0.011708364685058186,4.0,0.0
