Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Dwight McNeil,England,MF,Everton,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,False,2025-26,2025,0.0769230769230769,5,11036,1371.0,-203.0,0.2274889429053862,0.6578947368421053,0.2803738317757009,625,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.15061925388007788,0.0,0.24772938918357754,0.42321327983542145,0.07369617695700098,0.9,0.0
Eberechi EzeEberechi Eze,England,"MF,FW",Crystal Palace,27,1998,33,22,1895,21.0,7,2,9,7,0,0,1,0,0.3333333333333333,0.0952380952380952,0.4285714285714285,0.3333333333333333,0.4285714285714285,False,2025-26,2025,0.4285714285714285,1,1895,,,0.4285714285714285,,,729,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.3940467435759641,0.0,0.36646922549427696,0.6019678615003508,-0.034524684995464405,,
El Hadji Malick Diouf,Senegal,"DF,MF",West Ham,20,2004,32,30,2707,30.1,0,5,5,0,0,0,6,0,0.0,0.1661129568106312,0.1661129568106312,0.0,0.1661129568106312,False,2025-26,2025,0.1661129568106312,1,2707,,,0.1661129568106312,,,400,,,,,,,,,,,,False,0.17524401413385238,0.0,0.18625366429975856,0.31106176082359893,0.00913105732322117,0.3,0.0
Eli Junior Kroupi,France,"MF,FW",Bournemouth,19,2006,33,21,1672,18.6,13,0,13,11,2,2,5,0,0.6989247311827956,0.0,0.6989247311827956,0.5913978494623655,0.5913978494623655,False,2025-26,2025,0.6989247311827956,1,1672,,,0.6989247311827956,,,361,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.41030433164053853,0.0,0.4466673617078772,0.6895937623191069,-0.2886203995422571,,
Eliezer Mayenda,Spain,"FW,MF",Sunderland,20,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.238095238095238,0.0,0.238095238095238,0.238095238095238,0.238095238095238,False,2025-26,2025,0.238095238095238,1,759,,,0.238095238095238,,,400,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.44410336620153806,0.0,0.3171200007322087,0.5631045622578084,0.20600812810630006,,
Elliot Anderson,England,MF,Nottingham,22,2002,38,37,3331,37.0,4,4,8,3,1,1,8,0,0.1081081081081081,0.1081081081081081,0.2162162162162162,0.081081081081081,0.1891891891891892,False,2025-26,2025,0.2162162162162162,4,7496,2728.0,603.0,0.2238636594468058,0.264026402640264,0.175438596491228,484,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.3417036663156067,0.0,0.371475881305323,0.44291227032980623,0.12548745009939052,3.6,0.0
Emi Buendía,Argentina,MF,Aston Villa,28,1996,36,21,1755,19.5,6,2,8,6,0,0,6,0,0.3076923076923077,0.1025641025641025,0.4102564102564102,0.3076923076923077,0.4102564102564102,False,2025-26,2025,0.4102564102564102,4,6164,98.0,1657.0,0.3104050775409621,0.0,0.2611940298507462,784,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.2546611185198972,0.0,0.21986474858895716,0.6325357399183216,-0.155595291736513,3.5,0.0
Emile Smith Rowe,England,MF,Fulham,25,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.1401869158878504,0.0,0.1401869158878504,0.1401869158878504,0.1401869158878504,False,2025-26,2025,0.1401869158878504,5,6412,2043.0,-120.0,0.233503238427683,0.3964757709251101,0.2564102564102564,625,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.1467502222302829,0.0,0.29310822403410747,0.40893754517031683,0.00656330634243249,0.5,0.0
Emiliano Martínez,Argentina,GK,Aston Villa,32,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0.0,0.0317460317460317,0.0317460317460317,0.0,0.0317460317460317,False,2025-26,2025,0.0317460317460317,5,15423,3194.0,-359.0,0.0211640211640211,0.0,0.0,1024,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.007137911655051962,0.0,-0.007440805791900894,0.008438681499566487,-0.024608120090979742,3.0,0.0
Emmanuel Agbadou,Ivory Coast,DF,Wolves,28,1997,14,12,1101,12.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,2511,1410.0,-309.0,0.0212314225053078,0.0636942675159235,,784,,,,,,,,,,,,False,0.09934238557862765,0.0,0.03394624909084889,0.10945426077041417,0.09934238557862765,,
Enzo Fernández,Argentina,MF,Chelsea,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.2890173410404624,0.1156069364161849,0.4046242774566473,0.2312138728323699,0.3468208092485548,False,2025-26,2025,0.4046242774566473,4,9818,2947.0,168.0,0.3775185344522462,0.3975535168195718,0.2040816326530612,576,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.4200496723415067,0.0,0.464994956461018,0.5960875857301369,0.01542539488485939,0.3,0.0
Enzo Fernández,Argentina,MF,Chelsea,24,2001,36,35,3115,34.6,10,4,14,8,2,2,10,0,0.2890173410404624,0.1156069364161849,0.4046242774566473,0.2312138728323699,0.3468208092485548,False,2025-26,2025,0.4046242774566473,4,9818,2947.0,168.0,0.3775185344522462,0.3975535168195718,0.2040816326530612,576,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.4200496723415067,0.0,0.464994956461018,0.5960875857301369,0.01542539488485939,1.7,0.0
Enzo Le Fée,France,"MF,FW",Sunderland,25,2000,36,33,2930,32.6,5,6,11,2,3,4,5,0,0.1533742331288343,0.1840490797546012,0.3374233128834356,0.0613496932515337,0.2453987730061349,False,2025-26,2025,0.3374233128834356,1,2930,,,0.3374233128834356,,,625,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.5141293572343839,0.0,0.4397427619266535,0.6707241121277661,0.17670604435094833,3.9,0.26
Erling Haaland,Norway,FW,Manchester City,25,2000,35,34,2953,32.8,27,8,35,24,3,4,2,0,0.8231707317073171,0.2439024390243902,1.0670731707317074,0.7317073170731708,0.9756097560975612,False,2025-26,2025,1.0670731707317074,4,11010,2736.0,217.0,1.0305044501784637,0.8223684210526316,1.1267605633802815,625,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.8407753024848522,0.0,0.8695160974601104,0.9805709725114344,-0.22629786824685516,4.0,1.0
Estêvão Willian,Brazil,MF,Chelsea,18,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.2127659574468085,0.2127659574468085,0.425531914893617,0.2127659574468085,0.425531914893617,False,2025-26,2025,0.425531914893617,1,848,,,0.425531914893617,,,324,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.38195528900990405,0.0,0.3173316106808218,0.5381041508010159,-0.04357662588371297,0.3,0.0
Ethan Ampadu,Wales,MF,Leeds United,24,2000,35,35,3119,34.7,1,1,2,1,0,0,10,0,0.0288184438040345,0.0288184438040345,0.0576368876080691,0.0288184438040345,0.0576368876080691,False,2025-26,2025,0.0576368876080691,1,3119,,,0.0576368876080691,,,576,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.15445785941095544,0.0,0.14523086141866606,0.36052910110864517,0.09682097180288635,4.0,0.0
Evanilson,Brazil,FW,Bournemouth,25,1999,36,32,2742,30.5,6,1,7,6,0,0,2,0,0.1967213114754098,0.0327868852459016,0.2295081967213114,0.1967213114754098,0.2295081967213114,False,2025-26,2025,0.2295081967213114,2,5061,2319.0,423.0,0.29512432752997,0.4263565891472868,,625,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.5031783337341056,0.0,0.5043544680664414,0.695717689569546,0.2736701370127942,3.7,0.81
Evann GuessandEvann Guessand,Ivory Coast,MF,Crystal Palace,24,2001,21,9,918,10.2,1,2,3,1,0,0,0,0,0.0980392156862745,0.196078431372549,0.2941176470588235,0.0980392156862745,0.2941176470588235,False,2025-26,2025,0.2941176470588235,1,918,,,0.2941176470588235,,,576,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.22043768724654705,0.0,0.20362964005271755,0.4296644281153225,-0.07367995981227643,,
Ezri Konsa,England,DF,Aston Villa,27,1997,34,34,3035,33.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,14839,2936.0,99.0,0.016703392968318,0.0613496932515337,0.0293255131964809,729,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.07985786840371252,0.0,0.07588449012217344,0.1444886082978461,0.07985786840371252,2.1,0.0
Fabian Schär,Switzerland,DF,Newcastle,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,12443,2934.0,-1843.0,0.0430238330500971,0.1226993865030674,0.1474926253687315,1089,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.11166436865096002,0.0,0.0763347742720842,0.15120078185967387,0.11166436865096002,0.0,0.0
Ferdi Kadioglu,Turkey,"DF,MF",Brighton,25,1999,37,34,3133,34.8,1,0,1,1,0,0,6,0,0.028735632183908,0.0,0.028735632183908,0.028735632183908,0.028735632183908,False,2025-26,2025,0.028735632183908,2,3518,385.0,2748.0,0.0966764679675666,0.2325581395348837,,625,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.13865802964119694,0.0,0.15076293451952538,0.2601720151073346,0.10992239745728895,2.9,0.0
Florentino Luís,Portugal,MF,Burnley,25,1999,31,25,2105,23.4,0,2,2,0,0,0,6,0,0.0,0.0854700854700854,0.0854700854700854,0.0,0.0854700854700854,False,2025-26,2025,0.0854700854700854,1,2105,,,0.0854700854700854,,,625,,,,,,,,,,,,False,0.14345624412294952,0.0,0.1334262526434998,0.32193600996374605,0.05798615865286412,0.2,0.0
Florian Wirtz,Germany,MF,Liverpool,22,2003,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.1893939393939394,0.1136363636363636,0.303030303030303,0.1893939393939394,0.303030303030303,False,2025-26,2025,0.303030303030303,1,2378,,,0.303030303030303,,,484,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.23309295853765005,0.0,0.20840432919542415,0.4549336330306896,-0.06993734449265293,3.7,0.27
Freddie Potts,England,MF,West Ham,21,2003,22,12,1171,13.0,0,1,1,0,0,0,1,0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,False,2025-26,2025,0.0769230769230769,1,1171,,,0.0769230769230769,,,441,,,,,,,,,,,,False,0.11827903649523012,0.0,0.13215594348375373,0.33001724550931905,0.041355959572153225,,
Gabriel Gudmundsson,Sweden,"DF,MF",Leeds United,26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,2631,,,0.0,,,676,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.09370392262492393,0.0,0.10690373384180298,0.2334391267484305,0.09370392262492393,1.8,0.0
Gabriel Magalhães,Brazil,DF,Arsenal,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.0980392156862745,0.130718954248366,0.2287581699346405,0.0980392156862745,0.2287581699346405,False,2025-26,2025,0.2287581699346405,5,14630,2363.0,388.0,0.1988396679357457,0.1520912547528517,0.1183431952662722,729,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.27898369077356755,0.0,0.28589374592655575,0.324409657304388,0.05022552083892706,4.0,0.0
Gabriel Martinelli,Brazil,"FW,MF",Arsenal,24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.0833333333333333,0.3333333333333333,0.4166666666666667,0.0833333333333333,0.4166666666666667,False,2025-26,2025,0.4166666666666667,5,10039,2290.0,-1209.0,0.4389202612594832,0.4724409448818898,0.4464285714285714,576,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.5700081952144137,0.0,0.5448079950235811,0.6758769935845164,0.15334152854774702,,
Georginio Rutter,France,"MF,FW",Brighton,23,2002,32,20,1786,19.8,3,3,6,3,0,0,2,0,0.1515151515151515,0.1515151515151515,0.303030303030303,0.1515151515151515,0.303030303030303,False,2025-26,2025,0.303030303030303,3,3715,1656.0,130.0,0.3356755965451617,0.4347826086956522,0.3333333333333333,529,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.4342175957377714,0.0,0.4167806628531969,0.7201807158863277,0.13118729270746843,1.0,1.0
Gianluigi Donnarumma,Italy,GK,Manchester City,26,1999,34,34,3060,34.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,3060,,,0.0,,,676,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.023101165130506345,0.0,0.0032595611764575623,0.04387494317287415,0.023101165130506345,4.0,0.0
Giorgi Mamardashvili,Georgia,GK,Liverpool,24,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,867,,,0.0,,,576,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.10268361204199797,0.0,0.017019030624405893,0.07682133623451219,0.10268361204199797,,
Granit Xhaka,Switzerland,MF,Sunderland,32,1992,34,32,2904,32.3,1,6,7,1,0,0,8,0,0.0309597523219814,0.1857585139318885,0.21671826625387,0.0309597523219814,0.21671826625387,False,2025-26,2025,0.21671826625387,3,8224,2993.0,-89.0,0.2507756171326863,0.4204204204204204,0.1158301158301158,1024,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.3293454943620082,0.0,0.38813714509623204,0.42989392112408115,0.11262722810813822,4.0,0.0
Guglielmo Vicario,Italy,GK,Tottenham,28,1996,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,3,8370,2160.0,630.0,0.0,0.0,0.0,784,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,-0.019118710756708398,0.0,-0.0018055753958224504,0.014656250563264228,-0.019118710756708398,,
Habib Diarra,Senegal,MF,Sunderland,21,2004,20,15,1405,15.6,2,2,4,1,1,1,6,0,0.1282051282051282,0.1282051282051282,0.2564102564102564,0.0641025641025641,0.1923076923076923,False,2025-26,2025,0.2564102564102564,1,1405,,,0.2564102564102564,,,441,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.18366801662025073,0.0,0.2028921900472581,0.3983203990245579,-0.07274223979000566,0.3,3.1
Hannibal Mejbri,Tunisia,MF,Burnley,22,2003,27,15,1229,13.7,1,4,5,1,0,0,10,0,0.072992700729927,0.291970802919708,0.364963503649635,0.072992700729927,0.364963503649635,False,2025-26,2025,0.364963503649635,3,1430,133.0,1096.0,0.3914571505812382,0.6666666666666666,0.0,484,,,,,,,,,,,,False,0.2023023180083135,0.0,0.17866087710007617,0.6328772867423486,-0.16266118564132148,,
Harrison Armstrong,England,MF,Everton,18,2007,13,6,529,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,577,48.0,481.0,0.0,0.0,,324,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.20568411412995755,0.0,0.13763514836990481,0.4264025923526874,0.20568411412995755,3.9,0.25
Harry Maguire,England,DF,Manchester Utd,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.0543478260869565,0.108695652173913,0.1630434782608695,0.0543478260869565,0.1630434782608695,False,2025-26,2025,0.1630434782608695,5,8346,1758.0,-105.0,0.1366372206068845,0.0512820512820512,0.2173913043478261,1024,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.15025345617694982,0.0,0.11024378239877321,0.17788937163661236,-0.012790022083919689,4.0,0.0
Harry Wilson,Wales,MF,Fulham,28,1997,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.3367003367003367,0.2356902356902357,0.5723905723905724,0.3367003367003367,0.5723905723905724,False,2025-26,2025,0.5723905723905724,4,6555,1162.0,1511.0,0.558510793822354,0.5426356589147286,0.5555555555555556,784,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.570887453111081,0.0,0.4484625972455271,0.7717730801047618,-0.0015031192794914272,1.6,0.0
Harvey Barnes,England,"FW,MF",Newcastle,27,1997,37,19,1966,21.8,7,1,8,7,0,0,1,0,0.3211009174311926,0.0458715596330275,0.3669724770642201,0.3211009174311926,0.3669724770642201,False,2025-26,2025,0.3669724770642201,5,9335,1755.0,211.0,0.4793419756239959,0.6666666666666666,0.898876404494382,729,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.49177285645313223,0.0,0.5182674546793153,0.669831237402317,0.12480037938891214,4.0,0.25
Hjalmar Ekdal,Sweden,DF,Burnley,26,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,2,1976,437.0,1102.0,0.0,0.0,,676,,,,,,,,,,,,False,0.09840899730400847,0.0,0.02996322094694544,0.13427135263620832,0.09840899730400847,,
Hugo Bueno,Spain,"MF,DF",Wolves,22,2002,35,26,2366,26.3,1,2,3,1,0,0,3,0,0.0380228136882129,0.0760456273764258,0.1140684410646387,0.0380228136882129,0.1140684410646387,False,2025-26,2025,0.1140684410646387,3,4417,741.0,1625.0,0.0836559774525293,0.0,0.0684931506849315,484,,,,,,,,,,,,False,0.15263514045106022,0.0,0.11464456405116043,0.3242531284262465,0.038566699386421516,,
Hugo Ekitike,France,FW,Liverpool,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,False,2025-26,2025,0.75,1,1803,,,0.75,,,529,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.5422303079086698,0.0,0.5855109875946825,0.8087096443831888,-0.20776969209133023,,
Hwang Hee-chan,South Korea,"FW,MF",Wolves,29,1996,26,18,1446,16.1,2,2,4,1,1,1,5,0,0.124223602484472,0.124223602484472,0.248447204968944,0.062111801242236,0.186335403726708,False,2025-26,2025,0.248447204968944,5,7172,661.0,785.0,0.2853011541922411,0.273972602739726,0.6382978723404256,841,,,,,,,,,,,,False,0.4063510694440946,0.0,0.36553976899457363,0.6326673011512511,0.1579038644751506,,
Ian Maatsen,Netherlands,DF,Aston Villa,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.0,0.0561797752808988,0.0561797752808988,0.0,0.0561797752808988,False,2025-26,2025,0.0561797752808988,3,2953,1139.0,466.0,0.0899466218408092,0.2362204724409449,0.0,529,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.02972776643646673,0.0,0.06266536167308236,0.14932625906787644,-0.02645200884443207,3.7,0.0
Ibrahim Sangaré,Ivory Coast,MF,Nottingham,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.0865800865800865,0.0865800865800865,0.1731601731601731,0.0865800865800865,0.1731601731601731,False,2025-26,2025,0.1731601731601731,3,3700,590.0,1485.0,0.1491101491101491,0.1515151515151515,0.0,729,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.2729778262816013,0.0,0.15785053662620155,0.5529838219116812,0.09981765312142818,1.1,0.0
Ibrahima Konaté,France,DF,Liverpool,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.0291545189504373,0.0,0.0291545189504373,0.0291545189504373,0.0291545189504373,False,2025-26,2025,0.0291545189504373,5,9766,2560.0,530.0,0.042910524370714,0.1056338028169014,0.0,676,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.1217688345104923,0.0,0.13116268610882137,0.17335368386660818,0.09261431556005499,,
Idrissa Gueye,Senegal,MF,Everton,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.0858369098712446,0.1287553648068669,0.2145922746781116,0.0858369098712446,0.2145922746781116,False,2025-26,2025,0.2145922746781116,4,9617,3063.0,-970.0,0.17814121716645,0.088235294117647,0.1913875598086124,1225,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.17763039765289898,0.0,0.21918888190897728,0.3943500555422271,-0.036961877025212614,,
Igor Jesus,Brazil,FW,Nottingham,24,2001,37,28,2298,25.5,6,4,10,5,1,1,2,0,0.2352941176470588,0.1568627450980392,0.392156862745098,0.196078431372549,0.3529411764705882,False,2025-26,2025,0.392156862745098,1,2298,,,0.392156862745098,,,576,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.4070208377053125,0.0,0.42741521291212853,0.6317994360122657,0.014863974960214521,2.5,0.4
Igor Thiago,Brazil,FW,Brentford,24,2001,38,37,3282,36.5,22,1,23,14,8,9,7,0,0.6027397260273972,0.0273972602739726,0.6301369863013698,0.3835616438356164,0.410958904109589,False,2025-26,2025,0.6301369863013698,2,3457,175.0,3107.0,0.4200913242009132,0.0,,576,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.53754560166561,0.0,0.5252129501868387,0.7230213001309067,-0.09259138463575978,3.9,0.0
Ilia Gruev,Bulgaria,MF,Leeds United,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2040816326530612,0.2040816326530612,0.0,0.2040816326530612,False,2025-26,2025,0.2040816326530612,1,1323,,,0.2040816326530612,,,625,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.24002982611453763,0.0,0.177005607065531,0.4398099535964671,0.03594819346147643,,
Iliman Ndiaye,Senegal,MF,Everton,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.1941747572815534,0.0970873786407767,0.2912621359223301,0.1294498381877022,0.226537216828479,False,2025-26,2025,0.2912621359223301,2,5208,2430.0,348.0,0.3052858683926645,0.3333333333333333,,625,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.3756998842952185,0.0,0.35255809502153834,0.4476444279587981,0.08443774837288842,2.0,0.5
Iliman Ndiaye,Senegal,MF,Everton,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.1941747572815534,0.0970873786407767,0.2912621359223301,0.1294498381877022,0.226537216828479,False,2025-26,2025,0.2912621359223301,2,5208,2430.0,348.0,0.3052858683926645,0.3333333333333333,,625,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.3756998842952185,0.0,0.35255809502153834,0.4476444279587981,0.08443774837288842,1.5,0.0
Ismaila Sarr,Senegal,MF,Crystal Palace,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.371900826446281,0.0413223140495867,0.4132231404958678,0.2479338842975206,0.2892561983471075,False,2025-26,2025,0.4132231404958678,3,6746,2711.0,-537.0,0.4164150724802745,0.4651162790697674,0.3381642512077294,729,38.0,45.89473684210526,11.63157894736842,3.710526315789474,11.710526315789474,41.0,51.0,0.4983089064261555,,,,False,0.4178083545512141,0.0,0.43220499716216915,0.5337264598255169,0.004585214055346343,,
Issa Diop,Morocco,DF,Fulham,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.1098901098901098,0.0,0.1098901098901098,0.1098901098901098,0.1098901098901098,False,2025-26,2025,0.1098901098901098,5,6554,1339.0,-523.0,0.0755161678058874,0.0,0.0,784,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.14610171743723324,0.0,0.11584718804378799,0.17006846494707842,0.03621160754712344,4.0,0.0
Jack Grealish,England,MF,Everton,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.1104972375690607,0.3314917127071823,0.4419889502762431,0.1104972375690607,0.4419889502762431,False,2025-26,2025,0.4419889502762431,5,7326,721.0,906.0,0.3931429898465025,0.25,0.3571428571428571,841,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.2667157287357579,0.0,0.2986497954326226,0.5234642235257928,-0.1752732215404852,0.6,0.0
Jack Grealish,England,MF,Everton,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.1104972375690607,0.3314917127071823,0.4419889502762431,0.1104972375690607,0.4419889502762431,False,2025-26,2025,0.4419889502762431,5,7326,721.0,906.0,0.3931429898465025,0.25,0.3571428571428571,841,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.2667157287357579,0.0,0.2986497954326226,0.5234642235257928,-0.1752732215404852,0.1,0.0
Jack Hinshelwood,England,MF,Brighton,20,2005,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.2072538860103626,0.155440414507772,0.3626943005181347,0.2072538860103626,0.3626943005181347,False,2025-26,2025,0.3626943005181347,4,4454,1842.0,-101.0,0.3405864665986011,0.3414634146341463,0.3092783505154639,400,38.0,53.94736842105263,13.0,4.631578947368421,11.68421052631579,52.0,46.0,0.5266524520255864,,,,False,0.26193614690428113,0.0,0.32533616598560233,0.5340855674415804,-0.1007581536138536,0.7,2.86
